Cd,Kr,Cl,Co,Cr,Te,Cu,Pd,Ti,He,Li,Mass,filename,Mg,omit,nval,Mn,B,Mo,C,Hill,D,In,symno,F,Ag,H,I,Al,K,polyatomic,N,O,P,Rb,Ar,As,Na,S,Zn,Nb,V,Rh,Ne,Zr,X,Y,Ni,Jg,Fe,charge,Be,Ru,Sb,Sc,Br,Se,vibs,casno,Si,formula,Ga,Sn,Ca,Ge,Sr
0,0,0,0,0,0,0,0,0,0,0,3.406000000000000e+001,nh3nh3,0,n,16,0,0,0,0,H6N2,0,0,1,0,0,6,0,0,0,poly,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,H6N2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.505000000000000e+001,h2onh3,0,n,16,0,0,0,0,H5NO,0,0,1,0,0,5,0,0,0,poly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,0,H5N1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.804000000000000e+001,h2oh2co,0,n,20,0,0,0,1,CH4O2,0,0,1,0,0,4,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,0,H4C1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.006000000000000e+001,h2och3oh,0,n,22,0,0,0,1,CH6O2,0,0,1,0,0,6,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,77,0,H6C1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.006000000000000e+001,ch3ohh2o,0,n,22,0,0,0,1,CH6O2,0,0,1,0,0,6,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,88,0,H6C1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.404000000000001e+001,hcoohh2o,0,n,26,0,0,0,1,CH4O3,0,0,1,0,0,4,0,0,0,poly,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,99,0,H4C1O3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.404000000000001e+001,h2ohcooh_10,0,n,26,0,0,0,1,CH4O3,0,0,1,0,0,4,0,0,0,poly,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,102,0,H4C1O3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.404000000000001e+001,h2ohcooh_11,0,n,26,0,0,0,1,CH4O3,0,0,1,0,0,4,0,0,0,poly,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,113,0,H4C1O3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.409000000000000e+001,h2och3och3,0,n,28,0,0,0,2,C2H8O2,0,0,1,0,0,8,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,124,0,H8C2O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.909999999999999e+001,d13,0,n,36,0,0,0,2,C2H7N3O,0,0,1,0,0,7,0,0,0,poly,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,135,0,H7C2N3O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.500000000000000e+001,ch3seh,0,n,14,0,0,0,1,CH4Se,0,0,1,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,204,0,H4C1Se1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.406000000000000e+001,cn2h4,0,n,18,0,0,0,1,CH4N2,0,0,1,0,0,4,0,0,0,poly,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10000,0,H4C1N2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.002627945000000e+001,h2co-,0,n,13,0,0,0,1,CH2O,0,0,2,0,0,2,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,6,50000,0,H2C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.002627945000000e+001,h2co,0,n,12,0,0,0,1,CH2O,0,0,2,0,0,2,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50000,0,H2C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.002540000000000e+001,h2co+,0,n,12,0,0,0,1,CH2O,0,0,1,0,0,2,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,50000,0,H2C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.909407806000000e+001,urethane,0,n,36,0,0,0,3,C3H7NO2,0,0,1,0,0,7,0,0,0,poly,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,51796,0,H7C3N1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.414420000000000e+001,nc4h12+,0,n,32,0,0,0,4,C4H12N,0,0,12,0,0,12,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,51923,0,H12C4N1,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1.538229980000000e+002,ccl4,0,n,32,0,0,0,1,CCl4,0,0,12,0,0,0,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56235,0,C1Cl4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.506999999999999e+001,glycine,0,n,30,0,0,0,2,C2H5NO2,0,0,1,0,0,5,0,0,0,poly,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56406,0,H5C2N1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.909407806000000e+001,alanine,0,n,36,0,0,0,3,C3H7NO2,0,0,1,0,0,7,0,0,0,poly,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,56417,0,H7C3N1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.050926000000000e+002,serine,0,n,42,0,0,0,3,C3H7NO3,0,0,1,0,0,7,0,0,0,poly,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56451,0,H7C3N1O3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.209471893000000e+001,glycerin,0,n,38,0,0,0,3,C3H8O3,0,0,1,0,0,8,0,0,0,poly,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56815,0,H8C3O3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.005556107000000e+001,urea,0,n,24,0,0,0,1,CH4N2O,0,0,1,0,0,4,0,0,0,poly,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57136,0,H4C1N2O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.005556107000000e+001,urea+,0,n,23,0,0,0,1,CH4N2O,0,0,1,0,0,4,0,0,0,poly,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,57136,0,H4C1N2O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.609532166000000e+001,c57556,0,n,32,0,0,0,3,C3H8O2,0,0,1,0,0,8,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57556,0,H8C3O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.206356049000000e+001,beta,0,n,28,0,0,0,3,C3H4O2,0,0,1,0,0,4,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,57578,0,H4C3O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.412000000000001e+001,etoet,0,n,32,0,0,0,4,C4H10O,0,0,2,0,0,10,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60297,0,H10C4O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.906779861000000e+001,acetamide,0,n,24,0,0,0,2,C2H5NO,0,0,1,0,0,5,0,0,0,poly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60355,0,H5C2N1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.313000000000000e+001,aniline,0,n,36,0,0,0,6,C6H7N,0,0,1,0,0,7,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,62533,0,H7C6N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.611616515999999e+001,thiourea,0,n,24,0,0,0,1,CH4N2S,0,0,1,0,0,4,0,0,0,poly,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,62566,0,H4C1N2S1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.606903839000000e+001,etoh,0,n,20,0,0,0,2,C2H6O,0,0,1,0,0,6,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64175,0,H6C2O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.602568054000000e+001,ch2o2,0,n,18,0,0,0,1,CH2O2,0,0,1,0,0,2,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64186,0,H2C1O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.005255890000000e+001,ch3cooh,0,n,24,0,0,0,2,C2H4O2,0,0,1,0,0,4,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64197,0,H4C2O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.221200000000000e+002,benzo,0,n,46,0,0,0,7,C7H6O2,0,0,1,0,0,6,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,65850,0,H6C7O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.120868000000000e+002,uracil,0,n,42,0,0,0,4,C4H4N2O2,0,0,1,0,0,4,0,0,0,poly,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,66228,0,H4C4N2O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.204216003000000e+001,ch3oh-,0,n,15,0,0,0,1,CH4O,0,0,1,0,0,4,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,12,67561,0,H4C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.204216003000000e+001,ch3oh,0,n,14,0,0,0,1,CH4O,0,0,1,0,0,4,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,67561,0,H4C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.204216003000000e+001,ch3oh+,0,n,13,0,0,0,1,CH4O,0,0,1,0,0,4,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,67561,0,H4C1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.009592056000000e+001,isoproh,0,n,26,0,0,0,3,C3H8O,0,0,1,0,0,8,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,67630,0,H8C3O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.808003998000000e+001,ch3coch3-,0,n,25,0,0,0,3,C3H6O,0,0,2,0,0,6,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,24,67641,0,H6C3O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.808003998000000e+001,acetone,0,n,24,0,0,0,3,C3H6O,0,0,2,0,0,6,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67641,0,H6C3O1,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,1.193779297000000e+002,chcl3,0,n,26,0,0,0,1,CHCl3,0,0,3,0,0,1,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67663,0,H1C1Cl3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.812904358000000e+001,dmso,0,n,26,0,0,0,2,C2H6OS,0,0,2,0,0,6,0,0,0,poly,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,67685,0,H6C2O1S1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.412844086000000e+001,c67710,0,n,32,0,0,0,2,C2H6O2S,0,0,2,0,0,6,0,0,0,poly,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67710,0,H6C2O2S1,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,2.367376000000000e+002,c2cl6,0,n,50,0,0,0,2,C2Cl6,0,0,3,0,0,0,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,67721,0,C2Cl6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.309380000000000e+001,dmf,0,n,30,0,0,0,3,C3H7NO,0,0,1,0,0,7,0,0,0,poly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68122,0,H7C3N1O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.061900000000000e+002,c70291,0,n,38,0,0,0,4,C4H10OS,0,0,1,0,0,10,0,0,0,poly,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70291,0,H10C4O1S1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.009592056000000e+001,proh,0,n,26,0,0,0,3,C3H8O,0,0,1,0,0,8,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,71238,0,H8C3O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.412000000000001e+001,butanol1,0,n,32,0,0,0,4,C4H10O,0,0,1,0,0,10,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,71363,0,H10C4O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.815000000000001e+001,pentanol1,0,n,38,0,0,0,5,C5H12O,0,0,1,0,0,12,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,71410,0,H12C5O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.811363220000000e+001,benzene,0,n,30,0,0,0,6,C6H6,0,0,12,0,0,6,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,71432,0,H6C6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.904460000000000e+001,ch3coo-,0,n,24,0,0,0,2,C2H3O2,0,0,1,0,0,3,0,0,0,poly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,15,71501,0,H3C2O2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.101740000000000e+001,hco3-,0,n,24,0,0,0,1,CHO3,0,0,1,0,0,1,0,0,0,poly,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,9,71523,0,H1C1O3,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,1.334048157000000e+002,ch3ccl3,0,n,32,0,0,0,2,C2H3Cl3,0,0,3,0,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71556,0,H3C2Cl3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.604275894000000e+001,ch4,0,n,8,0,0,0,1,CH4,0,0,12,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74828,0,H4C1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.604275894000000e+001,ch4+,0,n,8,0,0,0,1,CH4,0,0,12,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,74828,0,H4C1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.494000000000000e+001,ch3br,0,n,14,0,0,0,1,CH3Br,0,0,3,0,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,74839,0,H3C1Br1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.006963921000000e+001,c2h6,0,n,14,0,0,0,2,C2H6,0,0,6,0,0,6,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,74840,0,H6C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.006963921000000e+001,c2h6+,0,n,13,0,0,0,2,C2H6,0,0,2,0,0,6,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,74840,0,H6C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.805376053000000e+001,c2h4-,0,n,13,0,0,0,2,C2H4,0,0,4,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,12,74851,0,H4C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.805376053000000e+001,c2h4,0,n,12,0,0,0,2,C2H4,0,0,4,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74851,0,H4C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.805376053000000e+001,c2h4+,0,n,11,0,0,0,2,C2H4,0,0,4,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,74851,0,H4C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.603787994000000e+001,c2h2,0,n,10,0,0,0,2,C2H2,0,0,2,0,0,2,0,0,0,linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74862,0,H2C2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.603670000000000e+001,c2h2+,0,n,9,0,0,0,2,C2H2,0,0,2,0,0,2,0,0,0,linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,74862,0,H2C2,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,5.048781967000000e+001,ch3cl,0,n,14,0,0,0,1,CH3Cl,0,0,3,0,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74873,0,H3C1Cl1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.419400000000000e+002,ch3i,0,n,14,0,0,0,1,CH3I,0,0,3,0,0,3,1,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74884,0,H3C1I1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.105739975000000e+001,ch3nh2,0,n,14,0,0,0,1,CH5N,0,0,1,0,0,5,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74895,0,H5C1N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.702563858000000e+001,hcn-,0,n,11,0,0,0,1,CHN,0,0,1,0,0,1,0,0,0,linear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,74908,0,H1C1N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.702563858000000e+001,hcn,0,n,10,0,0,0,1,CHN,0,0,1,0,0,1,0,0,0,linear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74908,0,H1C1N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.702480000000000e+001,hcn+,0,n,9,0,0,0,1,CHN,0,0,2,0,0,1,0,0,0,linear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,74908,0,H1C1N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.810276031000000e+001,ch3sh,0,n,14,0,0,0,1,CH4S,0,0,1,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74931,0,H4C1S1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.738300000000000e+002,ch2br2,0,n,20,0,0,0,1,CH2Br2,0,0,2,0,0,2,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,74953,0,H2C1Br2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.089700000000000e+002,etbr,0,n,20,0,0,0,2,C2H5Br,0,0,1,0,0,5,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,74964,0,H5C2Br1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1.293840000000000e+002,ch2clbr,0,n,20,0,0,0,1,CH2BrCl,0,0,1,0,0,2,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,74975,0,H2C1Cl1Br1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.409651947000000e+001,propane,0,n,20,0,0,0,3,C3H8,0,0,2,0,0,8,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74986,0,H8C3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.006475830000000e+001,propyne,0,n,16,0,0,0,3,C3H4,0,0,3,0,0,4,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74997,0,H4C3,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,6.451469421000000e+001,c2h5cl,0,n,20,0,0,0,2,C2H5Cl,0,0,1,0,0,5,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75003,0,H5C2Cl1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,6.249881744000000e+001,ch2chcl,0,n,18,0,0,0,2,C2H3Cl,0,0,1,0,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75014,0,H3C2Cl1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.604422379000000e+001,ch2chf,0,n,18,0,0,0,2,C2H3F,0,0,1,1,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75025,0,H3C2F1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.604422379000000e+001,ch2chf+,0,n,17,0,0,0,2,C2H3F,0,0,1,1,0,3,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,75025,0,H3C2F1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.508427811000000e+001,etam,0,n,20,0,0,0,2,C2H7N,0,0,1,0,0,7,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75047,0,H7C2N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.105250000000000e+001,ch3cn-,0,n,17,0,0,0,2,C2H3N,0,0,1,0,0,3,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,12,75058,0,H3C2N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.105252075000000e+001,ch3cn,0,n,16,0,0,0,2,C2H3N,0,0,3,0,0,3,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75058,0,H3C2N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.105252075000000e+001,ch3cn+,0,n,15,0,0,0,2,C2H3N,0,0,3,0,0,3,0,0,0,poly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,75058,0,H3C2N1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.405316162000000e+001,ch3cho,0,n,18,0,0,0,2,C2H4O,0,0,1,0,0,4,0,0,0,poly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75070,0,H4C2O1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6.212963867000000e+001,etsh,0,n,20,0,0,0,2,C2H6S,0,0,1,0,0,6,0,0,0,poly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75081,0,H6C2S1,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,8.493287659000001e+001,ch2cl2,0,n,20,0,0,0,1,CH2Cl2,0,0,2,0,0,2,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75092,0,H2C1Cl2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.202368927000000e+001,ch2f2,0,n,20,0,0,0,1,CH2F2,0,0,2,2,0,2,0,0,0,poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75105,0,H2C1F2,0,0,0,0,0
