charge,coordinate,casno,udex,state,atom2ECA,config,atom1ECA
0,1,71556,1,1,3,1,1
0,1,71556,2,1,4,1,1
0,1,71556,3,1,5,1,1
0,2,71556,1,1,6,1,2
0,2,71556,2,1,7,1,2
0,2,71556,3,1,8,1,2
0,3,71556,1,1,2,1,1
0,4,71556,1,1,1,1,3
0,4,71556,2,1,1,1,3
0,4,71556,3,1,1,1,4
0,5,71556,1,1,2,1,6
0,5,71556,2,1,2,1,6
0,5,71556,3,1,2,1,7
0,6,71556,1,1,1,1,2
0,6,71556,2,1,1,1,2
0,6,71556,3,1,1,1,2
0,7,71556,1,1,2,1,1
0,7,71556,2,1,2,1,1
0,7,71556,3,1,2,1,1
0,1,74828,1,1,2,1,1
0,1,74828,2,1,3,1,1
0,1,74828,3,1,4,1,1
0,1,74828,4,1,5,1,1
0,2,74828,1,1,1,1,2
0,2,74828,2,1,1,1,2
0,2,74828,3,1,1,1,2
0,2,74828,4,1,1,1,3
0,2,74828,5,1,1,1,3
0,2,74828,6,1,1,1,4
0,1,74839,1,1,2,1,1
0,2,74839,1,1,3,1,1
0,2,74839,2,1,4,1,1
0,2,74839,3,1,5,1,1
0,3,74839,1,1,1,1,3
0,3,74839,2,1,1,1,3
0,3,74839,3,1,1,1,4
0,4,74839,1,1,1,1,2
0,4,74839,2,1,1,1,2
0,4,74839,3,1,1,1,2
0,1,74840,1,1,2,1,1
0,2,74840,1,1,3,1,1
0,2,74840,2,1,4,1,1
0,2,74840,3,1,5,1,1
0,2,74840,4,1,6,1,2
0,2,74840,5,1,7,1,2
0,2,74840,6,1,8,1,2
0,3,74840,1,1,1,1,3
0,3,74840,2,1,1,1,3
0,3,74840,3,1,1,1,4
0,3,74840,4,1,2,1,6
0,3,74840,5,1,2,1,6
0,3,74840,6,1,2,1,7
0,4,74840,1,1,2,1,1
0,4,74840,2,1,2,1,1
0,4,74840,3,1,2,1,1
0,4,74840,4,1,1,1,2
0,4,74840,5,1,1,1,2
0,4,74840,6,1,1,1,2
0,1,74851,1,1,2,1,1
0,2,74851,1,1,3,1,1
0,2,74851,2,1,4,1,1
0,2,74851,3,1,5,1,2
0,2,74851,4,1,6,1,2
0,3,74851,1,1,1,1,3
0,3,74851,2,1,2,1,5
0,4,74851,1,1,2,1,1
0,4,74851,2,1,2,1,1
0,4,74851,3,1,1,1,2
0,4,74851,4,1,1,1,2
0,1,74862,1,1,3,1,1
0,1,74862,2,1,4,1,2
0,2,74862,1,1,2,1,1
0,3,74862,1,1,1,1,2
0,3,74862,2,1,2,1,1
0,1,74873,1,1,2,1,1
0,2,74873,1,1,3,1,1
0,2,74873,2,1,4,1,1
0,2,74873,3,1,5,1,1
0,3,74873,1,1,1,1,2
0,3,74873,2,1,1,1,2
0,3,74873,3,1,1,1,2
0,4,74873,1,1,1,1,3
0,4,74873,2,1,1,1,3
0,4,74873,3,1,1,1,4
0,1,74884,1,1,3,1,1
0,1,74884,2,1,4,1,1
0,1,74884,3,1,5,1,1
0,2,74884,1,1,2,1,1
0,3,74884,1,1,1,1,2
0,3,74884,2,1,1,1,2
0,3,74884,3,1,1,1,2
0,4,74884,1,1,1,1,3
0,4,74884,2,1,1,1,3
0,4,74884,3,1,1,1,4
0,1,74895,1,1,2,1,1
0,2,74895,1,1,6,1,2
0,3,74895,1,1,3,1,1
0,4,74895,1,1,2,1,6
0,5,74895,1,1,2,1,1
0,6,74895,1,1,1,1,3
0,1,74908,1,1,2,1,1
0,2,74908,1,1,3,1,1
0,3,74908,1,1,1,1,2
0,1,74931,1,1,2,1,1
0,2,74931,1,1,4,1,1
0,2,74931,2,1,5,1,1
0,2,74931,3,1,6,1,1
0,3,74931,1,1,3,1,2
0,4,74931,1,1,1,1,4
0,4,74931,2,1,1,1,4
0,4,74931,3,1,1,1,5
0,5,74931,1,1,2,1,1
0,1,74953,1,1,2,1,1
0,1,74953,2,1,3,1,1
0,2,74953,1,1,4,1,1
0,2,74953,2,1,5,1,1
0,3,74953,1,1,1,1,2
0,4,74953,1,1,1,1,4
0,5,74953,1,1,1,1,2
0,5,74953,2,1,1,1,2
0,5,74953,3,1,1,1,3
0,5,74953,4,1,1,1,3
0,1,74964,1,1,6,1,1
0,1,74964,2,1,7,1,1
0,1,74964,3,1,8,1,1
0,2,74964,1,1,4,1,2
0,2,74964,2,1,5,1,2
0,3,74964,1,1,3,1,2
0,4,74964,1,1,2,1,1
0,5,74964,1,1,1,1,6
0,5,74964,2,1,1,1,6
0,5,74964,3,1,1,1,7
0,6,74964,1,1,2,1,4
0,7,74964,1,1,2,1,1
0,8,74964,1,1,2,1,1
0,8,74964,2,1,2,1,1
0,9,74964,1,1,2,1,3
0,9,74964,2,1,2,1,3
0,10,74964,1,1,1,1,2
0,10,74964,2,1,1,1,2
0,10,74964,3,1,1,1,2
0,1,74986,1,1,2,1,1
0,1,74986,2,1,3,1,1
0,2,74986,1,1,4,1,1
0,2,74986,2,1,5,1,1
0,3,74986,1,1,6,1,2
0,3,74986,2,1,7,1,3
0,4,74986,1,1,8,1,2
0,4,74986,2,1,9,1,2
0,4,74986,3,1,10,1,3
0,4,74986,4,1,11,1,3
0,5,74986,1,1,1,1,2
0,6,74986,1,1,1,1,4
0,7,74986,1,1,2,1,6
0,7,74986,2,1,2,1,6
0,7,74986,3,1,3,1,7
0,7,74986,4,1,3,1,7
0,8,74986,1,1,2,1,8
0,8,74986,2,1,3,1,10
0,9,74986,1,1,2,1,1
0,9,74986,2,1,3,1,1
0,10,74986,1,1,2,1,1
0,10,74986,2,1,2,1,1
0,10,74986,3,1,3,1,1
0,10,74986,4,1,3,1,1
0,11,74986,1,1,1,1,2
0,11,74986,2,1,1,1,2
0,11,74986,3,1,1,1,3
0,11,74986,4,1,1,1,3
0,1,74997,1,1,5,1,1
0,1,74997,2,1,6,1,1
0,1,74997,3,1,7,1,1
0,2,74997,1,1,4,1,3
0,3,74997,1,1,2,1,1
0,4,74997,1,1,3,1,2
0,5,74997,1,1,1,1,5
0,5,74997,2,1,1,1,5
0,5,74997,3,1,1,1,6
0,6,74997,1,1,1,1,2
0,6,74997,2,1,1,1,2
0,6,74997,3,1,1,1,2
0,1,75003,1,1,2,1,1
0,2,75003,1,1,6,1,2
0,3,75003,1,1,7,1,2
0,3,75003,2,1,8,1,2
0,4,75003,1,1,3,1,1
0,5,75003,1,1,4,1,1
0,5,75003,2,1,5,1,1
0,6,75003,1,1,2,1,1
0,7,75003,1,1,1,1,2
0,7,75003,2,1,1,1,2
0,8,75003,1,1,1,1,4
0,9,75003,1,1,1,1,2
0,10,75003,1,1,2,1,1
0,10,75003,2,1,2,1,1
0,11,75003,1,1,2,1,7
0,1,75014,1,1,2,1,1
0,2,75014,1,1,3,1,1
0,3,75014,1,1,4,1,1
0,4,75014,1,1,5,1,2
0,4,75014,2,1,6,1,2
0,5,75014,1,1,1,1,2
0,6,75014,1,1,1,1,2
0,7,75014,1,1,2,1,1
0,8,75014,1,1,2,1,1
0,1,75025,1,1,2,1,1
0,2,75025,1,1,3,1,1
0,3,75025,1,1,4,1,1
0,4,75025,1,1,6,1,2
0,5,75025,1,1,5,1,2
0,6,75025,1,1,1,1,2
0,7,75025,1,1,1,1,3
0,8,75025,1,1,2,1,1
0,9,75025,1,1,2,1,1
0,10,75025,1,1,1,1,2
0,11,75025,1,1,2,1,5
0,1,75047,1,1,9,1,1
0,1,75047,2,1,10,1,1
0,2,75047,1,1,7,1,2
0,2,75047,2,1,8,1,2
0,2,75047,3,1,4,1,3
0,2,75047,4,1,5,1,3
0,2,75047,5,1,6,1,3
0,3,75047,1,1,2,1,1
0,4,75047,1,1,3,1,2
0,5,75047,1,1,1,1,2
0,5,75047,2,1,1,1,2
0,6,75047,1,1,3,1,2
0,6,75047,2,1,3,1,2
0,6,75047,3,1,3,1,2
0,6,75047,4,1,2,1,3
0,6,75047,5,1,2,1,3
0,7,75047,1,1,2,1,1
0,1,75058,1,1,3,1,2
0,2,75058,1,1,2,1,1
0,3,75058,1,1,4,1,1
0,3,75058,2,1,5,1,1
0,3,75058,3,1,6,1,1
0,4,75058,1,1,1,1,4
0,4,75058,2,1,1,1,4
0,4,75058,3,1,1,1,5
0,5,75058,1,1,1,1,2
0,5,75058,2,1,1,1,2
0,5,75058,3,1,1,1,2
0,1,75070,1,1,2,1,1
0,2,75070,1,1,3,1,1
0,3,75070,1,1,5,1,2
0,4,75070,1,1,4,1,1
0,5,75070,1,1,1,1,2
0,6,75070,1,1,2,1,5
0,7,75070,1,1,1,1,2
0,1,75081,1,1,9,1,3
0,2,75081,1,1,3,1,2
0,3,75081,1,1,2,1,1
0,4,75081,1,1,7,1,2
0,4,75081,2,1,8,1,2
0,5,75081,1,1,4,1,1
0,6,75081,1,1,5,1,1
0,6,75081,2,1,6,1,1
0,7,75081,1,1,3,1,2
0,8,75081,1,1,2,1,1
0,9,75081,1,1,2,1,7
0,10,75081,1,1,2,1,1
0,10,75081,2,1,2,1,1
0,11,75081,1,1,2,1,3
0,11,75081,2,1,2,1,3
0,12,75081,1,1,1,1,2
0,12,75081,2,1,1,1,2
0,13,75081,1,1,1,1,2
0,14,75081,1,1,1,1,4
0,14,75081,2,1,1,1,4
0,15,75081,1,1,1,1,5
0,16,75081,1,1,2,1,3
0,1,75092,1,1,4,1,1
0,1,75092,2,1,5,1,1
0,2,75092,1,1,2,1,1
0,2,75092,2,1,3,1,1
0,3,75092,1,1,1,1,4
0,4,75092,1,1,1,1,2
0,5,75092,1,1,1,1,2
0,5,75092,2,1,1,1,2
0,5,75092,3,1,1,1,3
0,5,75092,4,1,1,1,3
0,1,75105,1,1,4,1,1
0,1,75105,2,1,5,1,1
0,2,75105,1,1,2,1,1
0,2,75105,2,1,3,1,1
0,3,75105,1,1,1,1,4
0,4,75105,1,1,1,1,2
0,5,75105,1,1,1,1,2
0,5,75105,2,1,1,1,2
0,5,75105,3,1,1,1,3
0,5,75105,4,1,1,1,3
0,1,75127,1,1,3,1,1
0,2,75127,1,1,6,1,3
0,3,75127,1,1,5,1,3
0,4,75127,1,1,2,1,1
0,5,75127,1,1,4,1,1
0,6,75127,1,1,3,1,5
0,7,75127,1,1,3,1,1
0,8,75127,1,1,3,1,1
0,9,75127,1,1,1,1,2
0,10,75127,1,1,1,1,3
0,11,75127,1,1,1,1,2
0,1,75138,1,1,2,1,1
0,2,75138,1,1,3,1,2
0,3,75138,1,1,4,1,3
0,4,75138,1,1,2,1,1
0,5,75138,1,1,3,1,2
0,1,75150,1,1,2,1,1
0,1,75150,2,1,3,1,1
0,2,75150,1,1,1,1,2
0,1,75183,1,1,2,1,1
0,1,75183,2,1,3,1,1
0,2,75183,1,1,4,1,2
0,2,75183,2,1,6,1,2
0,2,75183,3,1,7,1,2
0,2,75183,4,1,5,1,3
0,2,75183,5,1,8,1,3
0,2,75183,6,1,9,1,3
0,3,75183,1,1,1,1,2
0,4,75183,1,1,2,1,4
0,4,75183,2,1,2,1,4
0,4,75183,3,1,2,1,6
0,4,75183,4,1,3,1,5
0,4,75183,5,1,3,1,5
0,4,75183,6,1,3,1,8
0,1,75194,1,1,2,1,1
0,1,75194,2,1,3,1,1
0,1,75194,3,1,3,1,2
0,2,75194,1,1,4,1,1
0,2,75194,2,1,7,1,1
0,2,75194,3,1,5,1,2
0,2,75194,4,1,8,1,2
0,2,75194,5,1,6,1,3
0,2,75194,6,1,9,1,3
0,3,75194,1,1,1,1,4
0,3,75194,2,1,2,1,5
0,3,75194,3,1,3,1,6
0,4,75194,1,1,2,1,1
0,4,75194,2,1,1,1,2
0,4,75194,3,1,3,1,1
0,5,75194,1,1,2,1,1
0,5,75194,2,1,2,1,1
0,5,75194,3,1,3,1,1
0,5,75194,4,1,3,1,1
0,5,75194,5,1,1,1,2
0,5,75194,6,1,1,1,2
0,5,75194,7,1,3,1,2
0,5,75194,8,1,3,1,2
0,5,75194,9,1,1,1,3
0,5,75194,10,1,1,1,3
0,5,75194,11,1,2,1,3
0,5,75194,12,1,2,1,3
0,1,75218,1,1,3,1,2
0,2,75218,1,1,2,1,1
0,2,75218,2,1,3,1,1
0,3,75218,1,1,4,1,2
0,3,75218,2,1,5,1,2
0,3,75218,3,1,6,1,3
0,3,75218,4,1,6,1,3
0,4,75218,1,1,1,1,2
0,5,75218,1,1,2,1,4
0,5,75218,2,1,3,1,6
0,6,75218,1,1,2,1,3
0,6,75218,2,1,2,1,3
0,6,75218,3,1,3,1,2
0,6,75218,4,1,3,1,2
0,7,75218,1,1,3,1,1
0,7,75218,2,1,3,1,1
0,7,75218,3,1,2,1,1
0,7,75218,4,1,2,1,1
0,8,75218,1,1,3,1,1
0,8,75218,2,1,3,1,1
0,8,75218,3,1,2,1,1
0,8,75218,4,1,2,1,1
0,9,75218,1,1,3,1,1
0,9,75218,2,1,2,1,1
0,1,75252,1,1,3,1,1
0,1,75252,2,1,4,1,1
0,1,75252,3,1,5,1,1
0,2,75252,1,1,2,1,1
0,3,75252,1,1,1,1,3
0,3,75252,2,1,1,1,3
0,3,75252,3,1,1,1,4
0,4,75252,1,1,1,1,2
0,4,75252,2,1,1,1,2
0,4,75252,3,1,1,1,2
0,1,75285,1,1,3,1,1
0,1,75285,2,1,4,1,1
0,1,75285,3,1,5,1,1
0,2,75285,1,1,2,1,1
0,3,75285,1,1,6,1,3
0,3,75285,2,1,7,1,4
0,3,75285,3,1,8,1,5
0,4,75285,1,1,9,1,3
0,4,75285,2,1,10,1,3
0,4,75285,3,1,11,1,4
0,4,75285,4,1,12,1,4
0,4,75285,5,1,12,1,5
0,4,75285,6,1,13,1,5
0,5,75285,1,1,1,1,3
0,5,75285,2,1,1,1,3
0,5,75285,3,1,1,1,4
0,6,75285,1,1,1,1,2
0,6,75285,2,1,1,1,2
0,6,75285,3,1,1,1,2
0,7,75285,1,1,3,1,9
0,7,75285,2,1,4,1,11
0,7,75285,3,1,5,1,13
0,8,75285,1,1,3,1,6
0,8,75285,2,1,3,1,6
0,8,75285,3,1,4,1,7
0,8,75285,4,1,4,1,7
0,8,75285,5,1,5,1,8
0,8,75285,6,1,5,1,8
0,1,75296,1,1,6,1,2
0,2,75296,1,1,6,1,1
0,3,75296,1,1,7,1,6
0,4,75296,1,1,3,1,2
0,5,75296,1,1,6,1,2
0,6,75296,1,1,6,1,1
0,7,75296,1,1,6,1,2
0,8,75296,1,1,2,1,3
0,1,75332,1,1,2,1,1
0,2,75332,1,1,4,1,2
0,3,75332,1,1,5,1,1
0,3,75332,2,1,6,1,1
0,4,75332,1,1,3,1,1
0,4,75332,2,1,7,1,5
0,4,75332,3,1,9,1,5
0,4,75332,4,1,10,1,5
0,4,75332,5,1,8,1,6
0,4,75332,6,1,11,1,6
0,4,75332,7,1,12,1,6
0,5,75332,1,1,1,1,5
0,6,75332,1,1,1,1,2
0,6,75332,2,1,1,1,2
0,7,75332,1,1,2,1,1
0,8,75332,1,1,1,1,3
0,8,75332,2,1,1,1,3
0,8,75332,3,1,5,1,1
0,8,75332,4,1,5,1,1
0,8,75332,5,1,5,1,1
0,8,75332,6,1,6,1,1
0,8,75332,7,1,6,1,1
0,8,75332,8,1,6,1,1
0,1,75343,1,1,3,1,1
0,1,75343,2,1,6,1,2
0,1,75343,3,1,7,1,2
0,1,75343,4,1,8,1,2
0,2,75343,1,1,4,1,1
0,2,75343,2,1,5,1,1
0,3,75343,1,1,2,1,1
0,4,75343,1,1,2,1,6
0,4,75343,2,1,2,1,6
0,4,75343,3,1,2,1,7
0,5,75343,1,1,2,1,1
0,5,75343,2,1,2,1,1
0,5,75343,3,1,2,1,1
0,5,75343,4,1,1,1,2
0,6,75343,1,1,1,1,4
