charge,coordinate,casno,udex,state,atom2ECA,config,atom1ECA
0,7,75343,1,1,1,1,2
0,7,75343,2,1,1,1,2
0,8,75343,1,1,1,1,3
0,8,75343,2,1,1,1,3
0,9,75343,1,1,2,1,6
0,9,75343,2,1,2,1,6
0,1,75354,1,1,2,1,1
0,2,75354,1,1,5,1,2
0,2,75354,2,1,6,1,2
0,3,75354,1,1,3,1,1
0,3,75354,2,1,4,1,1
0,4,75354,1,1,2,1,5
0,5,75354,1,1,1,1,3
0,6,75354,1,1,2,1,1
0,6,75354,2,1,2,1,1
0,7,75354,1,1,1,1,2
0,7,75354,2,1,1,1,2
0,1,75365,1,1,3,1,1
0,2,75365,1,1,4,1,1
0,3,75365,1,1,2,1,1
0,4,75365,1,1,5,1,2
0,4,75365,2,1,6,1,2
0,4,75365,3,1,7,1,2
0,5,75365,1,1,1,1,3
0,6,75365,1,1,1,1,2
0,7,75365,1,1,2,1,5
0,7,75365,2,1,2,1,5
0,7,75365,3,1,2,1,6
0,1,75376,1,1,2,1,1
0,2,75376,1,1,4,1,1
0,3,75376,1,1,6,1,2
0,4,75376,1,1,2,1,1
0,5,75376,1,1,1,1,2
0,6,75376,1,1,1,1,4
0,7,75376,1,1,1,1,3
0,8,75376,1,1,2,1,6
0,1,75387,1,1,2,1,1
0,2,75387,1,1,5,1,2
0,2,75387,2,1,6,1,2
0,3,75387,1,1,3,1,1
0,3,75387,2,1,4,1,1
0,4,75387,1,1,2,1,5
0,5,75387,1,1,1,1,3
0,6,75387,1,1,2,1,1
0,6,75387,2,1,2,1,1
0,7,75387,1,1,1,1,2
0,7,75387,2,1,1,1,2
0,1,75445,1,1,3,1,2
0,1,75445,2,1,4,1,2
0,2,75445,1,1,2,1,1
0,3,75445,1,1,2,1,3
0,4,75445,1,1,2,1,1
0,4,75445,2,1,2,1,1
0,1,75456,1,1,3,1,1
0,2,75456,1,1,4,1,1
0,2,75456,2,1,5,1,1
0,3,75456,1,1,2,1,1
0,4,75456,1,1,1,1,4
0,5,75456,1,1,1,1,3
0,5,75456,2,1,1,1,3
0,6,75456,1,1,1,1,2
0,7,75456,1,1,1,1,2
0,7,75456,2,1,1,1,2
0,1,75467,1,1,2,1,1
0,2,75467,1,1,3,1,1
0,2,75467,2,1,4,1,1
0,2,75467,3,1,5,1,1
0,3,75467,1,1,1,1,3
0,3,75467,2,1,1,1,3
0,3,75467,3,1,1,1,4
0,4,75467,1,1,1,1,2
0,4,75467,2,1,1,1,2
0,4,75467,3,1,1,1,2
0,1,75503,1,1,2,1,1
0,1,75503,2,1,3,1,1
0,1,75503,3,1,4,1,1
0,2,75503,1,1,8,1,2
0,2,75503,2,1,9,1,2
0,2,75503,3,1,10,1,3
0,2,75503,4,1,11,1,3
0,2,75503,5,1,12,1,4
0,2,75503,6,1,13,1,4
0,3,75503,1,1,5,1,2
0,3,75503,2,1,6,1,3
0,3,75503,3,1,7,1,4
0,4,75503,1,1,1,1,2
0,4,75503,2,1,1,1,2
0,4,75503,3,1,1,1,3
0,5,75503,1,1,2,1,1
0,5,75503,2,1,3,1,1
0,5,75503,3,1,4,1,1
0,6,75503,1,1,2,1,1
0,6,75503,2,1,2,1,1
0,6,75503,3,1,3,1,1
0,6,75503,4,1,3,1,1
0,6,75503,5,1,4,1,1
0,6,75503,6,1,4,1,1
0,7,75503,1,1,2,1,5
0,7,75503,2,1,2,1,5
0,7,75503,3,1,3,1,6
0,7,75503,4,1,3,1,6
0,7,75503,5,1,4,1,7
0,7,75503,6,1,4,1,7
0,8,75503,1,1,2,1,8
0,8,75503,2,1,3,1,10
0,8,75503,3,1,4,1,12
0,9,75503,1,1,2,1,5
0,9,75503,2,1,2,1,5
0,9,75503,3,1,3,1,6
0,9,75503,4,1,3,1,6
0,9,75503,5,1,4,1,7
0,9,75503,6,1,4,1,7
0,1,75525,1,1,3,1,1
0,1,75525,2,1,4,1,1
0,1,75525,3,1,5,1,1
0,2,75525,1,1,2,1,1
0,3,75525,1,1,6,1,2
0,3,75525,2,1,7,1,2
0,4,75525,1,1,1,1,2
0,4,75525,2,1,1,1,2
0,4,75525,3,1,1,1,2
0,5,75525,1,1,2,1,6
0,1,75569,1,1,8,1,6
0,2,75569,1,1,6,1,1
0,2,75569,2,1,8,1,1
0,3,75569,1,1,7,1,6
0,3,75569,2,1,9,1,8
0,3,75569,3,1,10,1,8
0,4,75569,1,1,6,1,2
0,5,75569,1,1,3,1,2
0,5,75569,2,1,4,1,2
0,5,75569,3,1,5,1,2
0,6,75569,1,1,8,1,9
0,7,75569,1,1,6,1,2
0,8,75569,1,1,2,1,3
0,8,75569,2,1,2,1,3
0,8,75569,3,1,2,1,4
0,1,75627,1,1,3,1,1
0,1,75627,2,1,4,1,1
0,1,75627,3,1,5,1,1
0,2,75627,1,1,2,1,1
0,3,75627,1,1,1,1,2
0,3,75627,2,1,1,1,2
0,3,75627,3,1,1,1,2
0,4,75627,1,1,1,1,3
0,4,75627,2,1,1,1,3
0,4,75627,3,1,1,1,4
0,1,75638,1,1,3,1,1
0,1,75638,2,1,4,1,1
0,1,75638,3,1,5,1,1
0,2,75638,1,1,2,1,1
0,3,75638,1,1,1,1,3
0,3,75638,2,1,1,1,3
0,3,75638,3,1,1,1,4
0,4,75638,1,1,1,1,2
0,4,75638,2,1,1,1,2
0,4,75638,3,1,1,1,2
0,1,75649,1,1,12,1,1
0,2,75649,1,1,12,1,4
0,2,75649,2,1,12,1,8
0,2,75649,3,1,13,1,12
0,3,75649,1,1,5,1,4
0,3,75649,2,1,6,1,4
0,3,75649,3,1,7,1,4
0,3,75649,4,1,9,1,8
0,3,75649,5,1,10,1,8
0,3,75649,6,1,11,1,8
0,3,75649,7,1,14,1,13
0,3,75649,8,1,15,1,13
0,3,75649,9,1,16,1,13
0,4,75649,1,1,2,1,1
0,4,75649,2,1,3,1,1
0,5,75649,1,1,12,1,4
0,5,75649,2,1,12,1,4
0,5,75649,3,1,12,1,8
0,6,75649,1,1,4,1,5
0,6,75649,2,1,4,1,5
0,6,75649,3,1,4,1,6
0,6,75649,4,1,8,1,9
0,6,75649,5,1,8,1,9
0,6,75649,6,1,8,1,10
0,6,75649,7,1,13,1,14
0,6,75649,8,1,13,1,14
0,6,75649,9,1,13,1,15
0,7,75649,1,1,1,1,2
0,7,75649,2,1,1,1,3
0,8,75649,1,1,1,1,2
0,2,75650,1,1,15,1,1
0,3,75650,1,1,5,1,1
0,3,75650,2,1,9,1,1
0,3,75650,3,1,13,1,1
0,4,75650,1,1,5,1,2
0,4,75650,2,1,5,1,3
0,4,75650,3,1,5,1,4
0,4,75650,4,1,9,1,6
0,4,75650,5,1,9,1,7
0,4,75650,6,1,9,1,8
0,4,75650,7,1,13,1,10
0,4,75650,8,1,13,1,11
0,4,75650,9,1,13,1,12
0,5,75650,1,1,15,1,1
0,6,75650,1,1,1,1,5
0,6,75650,2,1,1,1,5
0,6,75650,3,1,1,1,9
0,7,75650,1,1,5,1,2
0,7,75650,2,1,5,1,2
0,7,75650,3,1,5,1,3
0,7,75650,4,1,9,1,6
0,7,75650,5,1,9,1,6
0,7,75650,6,1,9,1,7
0,7,75650,7,1,13,1,10
0,7,75650,8,1,13,1,10
0,7,75650,9,1,13,1,11
0,1,75694,1,1,2,1,1
0,2,75694,1,1,3,1,1
0,2,75694,2,1,4,1,1
0,2,75694,3,1,5,1,1
0,3,75694,1,1,1,1,3
0,3,75694,2,1,1,1,3
0,3,75694,3,1,1,1,4
0,4,75694,1,1,1,1,2
0,4,75694,2,1,1,1,2
0,4,75694,3,1,1,1,2
0,1,75718,1,1,4,1,1
0,1,75718,2,1,5,1,1
0,2,75718,1,1,2,1,1
0,2,75718,2,1,3,1,1
0,3,75718,1,1,1,1,4
0,4,75718,1,1,1,1,2
0,5,75718,1,1,1,1,2
0,5,75718,2,1,1,1,2
0,5,75718,3,1,1,1,3
0,5,75718,4,1,1,1,3
0,1,75729,1,1,2,1,1
0,2,75729,1,1,3,1,1
0,2,75729,2,1,4,1,1
0,2,75729,3,1,5,1,1
0,3,75729,1,1,1,1,3
0,3,75729,2,1,1,1,3
0,3,75729,3,1,1,1,4
0,4,75729,1,1,1,1,2
0,4,75729,2,1,1,1,2
0,4,75729,3,1,1,1,2
0,1,75730,1,1,2,1,1
0,1,75730,2,1,3,1,1
0,1,75730,3,1,4,1,1
0,1,75730,4,1,5,1,1
0,2,75730,1,1,1,1,2
0,2,75730,2,1,1,1,2
0,2,75730,3,1,1,1,2
0,2,75730,4,1,1,1,3
0,2,75730,5,1,1,1,3
0,2,75730,6,1,1,1,4
0,1,75763,1,1,6,1,2
0,1,75763,2,1,7,1,2
0,1,75763,3,1,8,1,2
0,1,75763,4,1,9,1,3
0,1,75763,5,1,10,1,3
0,1,75763,6,1,11,1,3
0,1,75763,7,1,12,1,4
0,1,75763,8,1,13,1,4
0,1,75763,9,1,14,1,4
0,1,75763,10,1,15,1,5
0,1,75763,11,1,16,1,5
0,1,75763,12,1,17,1,5
0,2,75763,1,1,2,1,1
0,2,75763,2,1,3,1,1
0,2,75763,3,1,4,1,1
0,2,75763,4,1,5,1,1
0,3,75763,1,1,2,1,6
0,3,75763,2,1,2,1,6
0,3,75763,3,1,2,1,7
0,3,75763,4,1,3,1,9
0,3,75763,5,1,3,1,9
0,3,75763,6,1,3,1,10
0,3,75763,7,1,4,1,12
0,3,75763,8,1,4,1,12
0,3,75763,9,1,4,1,13
0,3,75763,10,1,5,1,15
0,3,75763,11,1,5,1,15
0,3,75763,12,1,5,1,16
0,4,75763,1,1,2,1,1
0,4,75763,2,1,2,1,1
0,4,75763,3,1,2,1,1
0,4,75763,4,1,3,1,1
0,4,75763,5,1,3,1,1
0,4,75763,6,1,3,1,1
0,4,75763,7,1,4,1,1
0,4,75763,8,1,4,1,1
0,4,75763,9,1,4,1,1
0,4,75763,10,1,5,1,1
0,4,75763,11,1,5,1,1
0,4,75763,12,1,5,1,1
0,1,75796,1,1,2,1,1
0,2,75796,1,1,3,1,1
0,2,75796,2,1,4,1,1
0,2,75796,3,1,5,1,1
0,3,75796,1,1,1,1,2
0,3,75796,2,1,1,1,2
0,3,75796,3,1,1,1,2
0,4,75796,1,1,1,1,3
0,4,75796,2,1,1,1,3
0,4,75796,3,1,1,1,4
0,1,76051,1,1,5,1,1
0,1,76051,2,1,6,1,1
0,1,76051,3,1,7,1,1
0,2,76051,1,1,2,1,1
0,3,76051,1,1,4,1,2
0,4,76051,1,1,3,1,2
0,5,76051,1,1,8,1,3
0,6,76051,1,1,2,1,1
0,7,76051,1,1,2,1,1
0,8,76051,1,1,2,1,1
0,9,76051,1,1,1,1,2
0,9,76051,2,1,1,1,2
0,9,76051,3,1,1,1,2
0,10,76051,1,1,1,1,5
0,10,76051,2,1,1,1,5
0,10,76051,3,1,1,1,6
0,1,76164,1,1,3,1,1
0,1,76164,2,1,4,1,1
0,1,76164,3,1,5,1,1
0,1,76164,4,1,6,1,2
0,1,76164,5,1,7,1,2
0,1,76164,6,1,8,1,2
0,2,76164,1,1,2,1,1
0,3,76164,1,1,2,1,1
0,3,76164,2,1,2,1,1
0,3,76164,3,1,2,1,1
0,3,76164,4,1,1,1,2
0,3,76164,5,1,1,1,2
0,3,76164,6,1,1,1,2
0,1,76197,1,1,4,1,1
0,1,76197,2,1,5,1,1
0,1,76197,3,1,6,1,2
0,1,76197,4,1,8,1,2
0,1,76197,5,1,9,1,2
0,1,76197,6,1,7,1,3
0,1,76197,7,1,10,1,3
0,1,76197,8,1,11,1,3
0,2,76197,1,1,2,1,1
0,2,76197,2,1,3,1,1
0,3,76197,1,1,1,1,2
0,4,76197,1,1,1,1,4
0,5,76197,1,1,2,1,6
0,5,76197,2,1,2,1,6
0,5,76197,3,1,2,1,8
0,5,76197,4,1,3,1,7
0,5,76197,5,1,3,1,7
0,5,76197,6,1,3,1,10
0,6,76197,1,1,2,1,1
0,6,76197,2,1,2,1,1
0,6,76197,3,1,2,1,1
0,6,76197,4,1,3,1,1
0,6,76197,5,1,3,1,1
0,6,76197,6,1,3,1,1
0,1,78795,1,1,2,1,1
0,1,78795,2,1,4,1,3
0,2,78795,1,1,3,1,2
0,3,78795,1,1,5,1,2
0,4,78795,1,1,6,1,1
0,4,78795,2,1,7,1,1
0,4,78795,3,1,8,1,3
0,4,78795,4,1,9,1,4
0,4,78795,5,1,10,1,4
0,5,78795,1,1,11,1,5
0,5,78795,2,1,12,1,5
0,5,78795,3,1,13,1,5
0,6,78795,1,1,2,1,1
0,7,78795,1,1,3,1,2
0,8,78795,1,1,2,1,1
0,9,78795,1,1,1,1,2
0,9,78795,2,1,1,1,2
0,9,78795,3,1,4,1,3
0,9,78795,4,1,4,1,3
0,10,78795,1,1,3,1,4
0,11,78795,1,1,5,1,2
0,11,78795,2,1,5,1,2
0,11,78795,3,1,5,1,2
0,12,78795,1,1,5,1,11
0,12,78795,2,1,5,1,11
0,12,78795,3,1,5,1,12
0,13,78795,1,1,,1,
0,1,78808,1,1,10,1,9
0,2,78808,1,1,11,1,9
0,3,78808,1,1,9,1,8
0,4,78808,1,1,8,1,1
0,5,78808,1,1,2,1,1
0,5,78808,2,1,3,1,1
0,5,78808,3,1,4,1,1
0,6,78808,1,1,8,1,7
0,7,78808,1,1,7,1,5
0,8,78808,1,1,6,1,5
0,9,78808,1,1,9,1,8
0,10,78808,1,1,9,1,8
0,11,78808,1,1,8,1,1
0,12,78808,1,1,8,1,7
0,13,78808,1,1,1,1,2
0,13,78808,2,1,1,1,3
0,13,78808,3,1,1,1,4
0,1,78820,1,1,9,1,6
0,1,78820,2,1,9,1,7
0,1,78820,3,1,11,1,9
0,1,78820,4,1,10,1,5
0,1,78820,5,1,10,1,8
0,1,78820,6,1,12,1,10
0,2,78820,1,1,4,1,3
0,3,78820,1,1,2,1,1
0,4,78820,1,1,4,1,2
0,5,78820,1,1,9,1,4
0,5,78820,2,1,10,1,4
0,6,78820,1,1,4,1,9
0,7,78820,1,1,4,1,2
0,1,78842,1,1,8,1,1
0,1,78842,2,1,7,1,2
0,1,78842,3,1,7,1,3
0,1,78842,4,1,8,1,4
0,1,78842,5,1,8,1,5
0,1,78842,6,1,7,1,6
0,1,78842,7,1,10,1,9
0,1,78842,8,1,12,1,11
0,2,78842,1,1,10,1,7
0,2,78842,2,1,10,1,8
0,2,78842,3,1,11,1,10
0,3,78842,1,1,13,1,11
0,4,78842,1,1,11,1,10
0,5,78842,1,1,8,1,1
0,5,78842,2,1,7,1,2
0,5,78842,3,1,7,1,3
0,5,78842,4,1,8,1,4
0,5,78842,5,1,8,1,5
0,5,78842,6,1,7,1,6
0,5,78842,7,1,10,1,7
0,5,78842,8,1,10,1,8
0,5,78842,9,1,10,1,9
0,5,78842,10,1,11,1,10
0,1,78864,1,1,2,1,1
0,1,78864,2,1,3,1,1
0,1,78864,3,1,4,1,1
0,1,78864,4,1,6,1,5
0,1,78864,5,1,9,1,8
0,1,78864,6,1,10,1,8
0,1,78864,7,1,12,1,11
0,1,78864,8,1,13,1,11
0,1,78864,9,1,14,1,11
0,2,78864,1,1,5,1,1
0,2,78864,2,1,8,1,5
0,2,78864,3,1,11,1,8
0,3,78864,1,1,7,1,5
0,4,78864,1,1,5,1,1
0,4,78864,2,1,8,1,5
0,5,78864,1,1,5,1,1
0,5,78864,2,1,5,1,7
0,6,78864,1,1,1,1,2
0,6,78864,2,1,1,1,3
0,6,78864,3,1,1,1,4
0,6,78864,4,1,5,1,1
0,6,78864,5,1,5,1,6
0,6,78864,6,1,8,1,5
0,6,78864,7,1,8,1,5
0,6,78864,8,1,8,1,9
0,6,78864,9,1,8,1,10
0,6,78864,10,1,11,1,8
0,6,78864,11,1,11,1,8
0,6,78864,12,1,11,1,8
0,1,78875,1,1,5,1,1
0,1,78875,2,1,8,1,5
0,2,78875,1,1,2,1,1
0,2,78875,2,1,7,1,5
0,3,78875,1,1,3,1,1
0,3,78875,2,1,4,1,1
0,3,78875,3,1,6,1,5
0,3,78875,4,1,9,1,8
0,3,78875,5,1,10,1,8
0,3,78875,6,1,11,1,8
0,4,78875,1,1,5,1,1
0,5,78875,1,1,1,1,2
0,6,78875,1,1,5,1,1
0,7,78875,1,1,5,1,7
0,8,78875,1,1,1,1,5
0,8,78875,2,1,1,1,5
0,9,78875,1,1,5,1,6
0,10,78875,1,1,8,1,5
0,10,78875,2,1,8,1,5
0,10,78875,3,1,8,1,5
0,11,78875,1,1,5,1,1
0,11,78875,2,1,5,1,8
0,12,78875,1,1,1,1,2
0,1,78933,1,1,5,1,2
0,2,78933,1,1,3,1,2
0,3,78933,1,1,2,1,1
0,4,78933,1,1,4,1,3
0,5,78933,1,1,9,1,4
0,6,78933,1,1,10,1,4
0,6,78933,2,1,11,1,4
0,7,78933,1,1,12,1,3
0,7,78933,2,1,13,1,3
0,8,78933,1,1,6,1,1
0,9,78933,1,1,7,1,1
0,9,78933,2,1,8,1,1
0,10,78933,1,1,2,1,3
0,11,78933,1,1,2,1,1
0,12,78933,1,1,3,1,2
0,13,78933,1,1,4,1,3
0,14,78933,1,1,4,1,3
0,14,78933,2,1,4,1,3
0,15,78933,1,1,4,1,10
0,16,78933,1,1,3,1,2
0,16,78933,2,1,3,1,2
0,17,78933,1,1,3,1,12
0,18,78933,1,1,1,1,2
0,19,78933,1,1,1,1,2
0,19,78933,2,1,1,1,2
0,20,78933,1,1,3,1,2
0,21,78933,1,1,3,1,4
0,22,78933,1,1,2,1,1
0,23,78933,1,1,2,1,5
0,24,78933,1,1,3,1,4
0,24,78933,2,1,3,1,4
0,25,78933,1,1,4,1,9
0,25,78933,2,1,4,1,9
0,1,79005,1,1,2,1,1
0,2,79005,1,1,3,1,1
0,2,79005,2,1,6,1,2
0,2,79005,3,1,7,1,2
0,4,79005,1,1,2,1,1
0,4,79005,2,1,2,1,1
0,5,79005,1,1,1,1,2
0,6,79005,1,1,2,1,1
0,6,79005,2,1,1,1,2
0,6,79005,3,1,1,1,2
0,7,79005,1,1,2,1,6
0,8,79005,1,1,1,1,3
0,1,79016,1,1,2,1,1
0,2,79016,1,1,5,1,2
0,3,79016,1,1,3,1,1
0,4,79016,1,1,2,1,1
0,5,79016,1,1,2,1,1
0,6,79016,1,1,1,1,2
0,7,79016,1,1,6,1,2
0,8,79016,1,1,4,1,1
0,9,79016,1,1,1,1,2
0,1,79141,1,1,2,1,1
0,2,79141,1,1,3,1,2
0,3,79141,1,1,4,1,2
0,4,79141,1,1,6,1,1
0,4,79141,2,1,7,1,1
0,5,79141,1,1,5,1,1
0,6,79141,1,1,9,1,3
0,7,79141,1,1,8,1,5
0,8,79141,1,1,2,1,1
0,9,79141,1,1,2,1,1
0,10,79141,1,1,1,1,2
0,11,79141,1,1,1,1,2
0,11,79141,2,1,1,1,2
0,12,79141,1,1,1,1,5
0,12,79141,2,1,1,1,5
0,13,79141,1,1,3,1,2
0,14,79141,1,1,5,1,1
0,15,79141,1,1,2,1,4
0,16,79141,1,1,2,1,4
0,17,79141,1,1,1,1,2
0,1,91203,1,1,3,1,2
0,1,91203,2,1,7,1,6
0,2,91203,1,1,2,1,1
0,2,91203,2,1,4,1,3
0,2,91203,3,1,6,1,5
0,2,91203,4,1,8,1,7
0,3,91203,1,1,9,1,1
0,3,91203,2,1,10,1,4
0,3,91203,3,1,10,1,5
0,3,91203,4,1,9,1,8
0,4,91203,1,1,10,1,9
0,5,91203,1,1,9,1,1
0,5,91203,2,1,10,1,4
0,5,91203,3,1,10,1,5
0,5,91203,4,1,9,1,8
0,1,92524,1,1,2,1,1
0,2,92524,1,1,1,1,3
0,2,92524,2,1,1,1,4
0,1,95136,1,1,2,1,1
0,1,95136,2,1,4,1,1
0,1,95136,3,1,3,1,2
0,1,95136,4,1,6,1,3
0,1,95136,5,1,5,1,4
0,1,95136,6,1,6,1,5
0,1,95136,7,1,9,1,5
0,1,95136,8,1,7,1,6
0,1,95136,9,1,8,1,7
0,1,95136,10,1,9,1,8
0,1,96184,1,1,7,1,1
0,1,96184,2,1,9,1,2
0,1,96184,3,1,11,1,2
0,1,96184,4,1,8,1,3
0,1,96184,5,1,10,1,3
0,2,96184,1,1,2,1,1
0,2,96184,2,1,3,1,1
0,3,96184,1,1,4,1,1
0,3,96184,2,1,6,1,2
0,3,96184,3,1,5,1,3
0,4,96184,1,1,1,1,2
0,5,96184,1,1,3,1,1
0,5,96184,2,1,2,1,1
0,6,96184,1,1,1,1,2
0,6,96184,2,1,1,1,3
0,7,96184,1,1,2,1,1
0,7,96184,2,1,2,1,1
0,7,96184,3,1,3,1,1
0,7,96184,4,1,3,1,1
0,8,96184,1,1,1,1,2
0,8,96184,2,1,1,1,3
0,1,98953,1,1,2,1,1
0,1,98953,2,1,3,1,2
0,1,98953,3,1,4,1,3
0,1,98953,4,1,5,1,4
0,1,98953,5,1,6,1,5
0,1,98953,6,1,6,1,1
0,2,98953,1,1,7,1,1
0,3,98953,1,1,8,1,7
0,3,98953,2,1,9,1,7
0,4,98953,1,1,10,1,2
0,4,98953,2,1,11,1,3
0,4,98953,3,1,12,1,4
0,4,98953,4,1,13,1,5
0,4,98953,5,1,14,1,6
0,5,98953,1,1,1,1,2
0,6,98953,1,1,2,1,1
0,6,98953,2,1,6,1,1
0,7,98953,1,1,3,1,2
0,7,98953,2,1,5,1,4
0,8,98953,1,1,4,1,3
0,9,98953,1,1,7,1,1
0,9,98953,2,1,7,1,1
0,10,98953,1,1,7,1,8
0,1,100414,1,1,2,1,1
0,1,100414,2,1,6,1,1
0,2,100414,1,1,7,1,1
0,3,100414,1,1,8,1,7
0,4,100414,1,1,,1,
0,5,100414,1,1,7,1,1
0,1,100470,1,1,4,1,3
0,1,100470,2,1,5,1,3
0,2,100470,1,1,6,1,4
0,2,100470,2,1,7,1,5
0,3,100470,1,1,8,1,6
0,3,100470,2,1,8,1,7
0,4,100470,1,1,3,1,2
0,5,100470,1,1,2,1,1
0,6,100470,1,1,9,1,4
0,6,100470,2,1,10,1,5
0,7,100470,1,1,11,1,6
0,7,100470,2,1,12,1,7
0,8,100470,1,1,13,1,8
0,9,100470,1,1,3,1,4
0,10,100470,1,1,4,1,3
0,10,100470,2,1,5,1,3
0,11,100470,1,1,6,1,4
0,11,100470,2,1,7,1,5
0,12,100470,1,1,8,1,6
0,13,100470,1,1,4,1,6
0,13,100470,2,1,5,1,7
0,14,100470,1,1,6,1,4
0,14,100470,2,1,7,1,5
0,1,100663,1,1,7,1,1
0,2,100663,1,1,8,1,7
0,3,100663,1,1,7,1,1
0,1,106898,1,1,6,1,1
0,1,106898,2,1,7,1,1
0,1,106898,3,1,8,1,3
0,1,106898,4,1,9,1,4
0,1,106898,5,1,10,1,4
0,2,106898,1,1,5,1,3
0,2,106898,2,1,5,1,4
0,3,106898,1,1,4,1,3
0,4,106898,1,1,3,1,1
0,5,106898,1,1,2,1,1
0,6,106898,1,1,3,1,1
0,7,106898,1,1,3,1,1
0,8,106898,1,1,1,1,2
0,9,106898,1,1,1,1,2
0,1,106978,1,1,2,1,1
0,1,106978,2,1,3,1,1
0,1,106978,3,1,4,1,2
0,2,106978,1,1,5,1,1
0,2,106978,2,1,6,1,1
0,2,106978,3,1,7,1,2
0,2,106978,4,1,8,1,2
0,2,106978,5,1,9,1,3
0,2,106978,6,1,11,1,3
0,2,106978,7,1,12,1,3
0,2,106978,8,1,10,1,4
0,2,106978,9,1,13,1,4
0,2,106978,10,1,14,1,4
0,3,106978,1,1,1,1,2
0,3,106978,2,1,2,1,1
0,4,106978,1,1,2,1,1
0,4,106978,2,1,2,1,1
0,4,106978,3,1,1,1,2
0,4,106978,4,1,1,1,2
0,4,106978,5,1,3,1,1
0,4,106978,6,1,3,1,1
0,4,106978,7,1,3,1,1
0,4,106978,8,1,1,1,3
0,4,106978,9,1,1,1,3
0,4,106978,10,1,4,1,2
0,4,106978,11,1,4,1,2
0,4,106978,12,1,4,1,2
0,4,106978,13,1,2,1,4
0,4,106978,14,1,2,1,4
0,5,106978,1,1,1,1,3
0,1,106989,1,1,4,1,3
0,2,106989,1,1,3,1,2
0,3,106989,1,1,2,1,1
0,4,106989,1,1,5,1,3
0,4,106989,2,1,11,1,4
0,4,106989,3,1,12,1,4
0,5,106989,1,1,6,1,1
0,5,106989,2,1,7,1,1
0,5,106989,3,1,8,1,1
0,5,106989,4,1,9,1,2
0,5,106989,5,1,10,1,2
0,6,106989,1,1,3,1,2
0,7,106989,1,1,2,1,1
0,8,106989,1,1,3,1,2
0,9,106989,1,1,1,1,2
0,9,106989,2,1,1,1,2
0,9,106989,3,1,1,1,2
0,10,106989,1,1,2,1,9
0,11,106989,1,1,2,1,1
0,1,106990,1,1,2,1,1
0,2,106990,1,1,3,1,1
0,2,106990,2,1,4,1,2
0,4,106990,1,1,1,1,2
0,4,106990,2,1,2,1,1
0,1,107006,1,1,3,1,1
0,2,107006,1,1,4,1,3
0,3,107006,1,1,7,1,4
0,5,107006,1,1,4,1,3
0,1,107028,1,1,2,1,1
0,2,107028,1,1,3,1,2
0,3,107028,1,1,4,1,1
0,4,107028,1,1,5,1,1
0,5,107028,1,1,6,1,2
0,6,107028,1,1,7,1,3
0,7,107028,1,1,8,1,3
0,8,107028,1,1,2,1,1
0,9,107028,1,1,1,1,2
0,10,107028,1,1,1,1,2
0,11,107028,1,1,2,1,3
0,12,107028,1,1,3,1,2
0,13,107028,1,1,3,1,2
0,14,107028,1,1,1,1,4
0,15,107028,1,1,2,1,1
0,16,107028,1,1,3,1,7
0,17,107028,1,1,2,1,3
0,1,107039,1,1,7,1,4
0,2,107039,1,1,4,1,1
0,2,107039,2,1,4,1,2
0,2,107039,3,1,4,1,3
0,3,107039,1,1,10,1,7
0,4,107039,1,1,7,1,5
0,4,107039,2,1,7,1,6
0,5,107039,1,1,12,1,10
0,6,107039,1,1,10,1,8
0,6,107039,2,1,10,1,9
0,7,107039,1,1,12,1,11
0,8,107039,1,1,4,1,1
0,8,107039,2,1,4,1,1
0,8,107039,3,1,4,1,2
0,9,107039,1,1,4,1,1
0,9,107039,2,1,4,1,2
0,9,107039,3,1,4,1,3
0,10,107039,1,1,7,1,4
0,11,107039,1,1,7,1,4
0,11,107039,2,1,7,1,4
0,12,107039,1,1,7,1,5
0,12,107039,2,1,7,1,6
0,13,107039,1,1,7,1,5
0,14,107039,1,1,10,1,7
0,15,107039,1,1,10,1,8
0,16,107039,1,1,10,1,9
0,17,107039,1,1,10,1,7
0,18,107039,1,1,10,1,7
0,19,107039,1,1,10,1,8
0,20,107039,1,1,12,1,10
0,21,107039,1,1,10,1,7
0,1,107062,1,1,2,1,1
0,2,107062,1,1,3,1,1
0,2,107062,2,1,4,1,2
0,3,107062,1,1,5,1,1
0,3,107062,2,1,6,1,1
0,3,107062,3,1,7,1,2
0,3,107062,4,1,8,1,2
0,4,107062,1,1,2,1,1
0,4,107062,2,1,1,1,2
0,5,107062,1,1,1,1,2
0,5,107062,2,1,1,1,2
0,5,107062,3,1,2,1,1
0,5,107062,4,1,2,1,1
0,1,107131,1,1,2,1,1
0,2,107131,1,1,3,1,1
0,3,107131,1,1,5,1,3
0,4,107131,1,1,4,1,3
0,4,107131,2,1,6,1,5
0,4,107131,3,1,7,1,5
0,5,107131,1,1,3,1,1
0,6,107131,1,1,3,1,4
0,6,107131,2,1,5,1,3
0,6,107131,3,1,5,1,3
0,1,107153,1,1,2,1,1
0,2,107153,1,1,3,1,1
0,2,107153,2,1,4,1,2
0,3,107153,1,1,11,1,1
0,3,107153,2,1,12,1,1
0,3,107153,3,1,9,1,2
0,3,107153,4,1,10,1,2
0,4,107153,1,1,2,1,1
0,4,107153,2,1,1,1,2
0,5,107153,1,1,2,1,1
0,5,107153,2,1,2,1,1
0,5,107153,3,1,1,1,2
