A,B,charge,C,symno,casno,SQUIB,state,polyatomic,config
5.224280858993460e-001,8.867437800000000e-002,0,7.692418332000001e-002,,1574410,NISThydrocarbon,1,poly,1
1.430000000000000e+000,1.720000000000000e-001,0,1.720000000000000e-001,6,1590870,1957Bet/Wil:1107,1,poly,1
,1.340143787000000e-001,0,1.340143787000000e-001,1,1603845,NISTtriatomic,1,linear,1
1.675578000000000e+000,1.238460000000000e-001,0,1.153240000000000e-001,2,1605727,2002Dem/Mar:3282,1,poly,1
,,0,,,1605738,,1,poly,1
1.331827700000000e-001,1.002630960000000e-001,0,6.386695024862830e-002,,1613510,1975Kit/Mal:179,1,poly,1
3.007503000000000e-001,1.556644000000000e-001,0,1.110558000000000e-001,1,1615754,1996Hin/Les:9729,1,poly,1
7.039306500000000e-001,1.978151830000000e-001,0,1.541823310000000e-001,2,1630779,1961Lau:291,1,poly,1
2.046503650000000e-001,1.735650300000000e-001,0,1.271078340400000e-001,,1630940,NISThydrocarbon,1,poly,1
,,0,,,1634044,,1,poly,1
,,0,,,1679078,,1,poly,1
,,0,,,1679089,,1,poly,1
,,0,,,1679090,,1,poly,1
2.208724677000000e-001,1.600580625680000e-001,0,9.624224769523000e-002,2,1708323,1981Dur/Li:1564,1,poly,1
3.967197860000000e-001,1.141876600000000e-001,0,9.578393060000000e-002,1,1738369,1974Kew:509,1,poly,1
,,0,,,1759815,,1,poly,1
1.752003710000000e+000,3.557838000000000e-001,0,3.127893897800000e-001,1,1761677,1964Sas/Cur:77,1,poly,1
,,0,,,1795091,,1,poly,1
,,0,,,1878188,,1,poly,1
1.801890000000000e+000,3.463200000000000e-001,0,2.902190000000000e-001,2,1981802,1992Hir/Yam:2963,1,poly,1
9.128648500000000e-001,7.207039211000001e-002,0,6.782065210000000e-002,,2004708,NISThydrocarbon,1,poly,1
,,0,,2,2025550,,1,poly,1
,,0,,1,2025561,,1,poly,1
6.544896002687300e+000,1.155545934380000e+000,0,9.790850909000000e-001,1,2053294,1977Pea/Lov:4149,1,poly,1
,1.899740000000000e+000,0,,1,2074875,1979HUB/HER,1,linear,1
,,0,,,2084186,,1,poly,1
,1.456825000000000e+000,0,,1,2122487,1984Say/Ves:2247,1,linear,1
,,0,,1,2143615,,1,poly,1
5.205900000000000e+000,9.316825000000000e-001,0,,3,2143682,1989Liu/Dam:2266,1,poly,1
,,0,,1,2154509,,1,poly,1
2.950500000000000e+000,4.197700000000000e-001,0,3.675300000000000e-001,2,2154598,1997Pou/Pau:5327,1,poly,1
,,0,,,2211678,,1,poly,1
,,0,,,2211703,,1,poly,1
9.577890000000000e+000,9.577890000000000e+000,0,4.742020000000000e+000,6,2229074,1981Yam/Hir:5256,1,poly,1
,,0,,,2231574,,1,poly,1
,3.636153000000000e-001,0,,3,2264213,1982End/Yam:3376,1,poly,1
,,0,,,2314489,,1,poly,1
,1.523250000000000e+000,0,,1,2314978,1980Cox/Dux:339,1,poly,1
,,0,,,2348552,,1,poly,1
,,0,,,2396012,,1,,1
7.305775000000000e+001,8.415172000000000e+000,0,7.219272000000000e+000,2,2465567,1982Sea/Bun:5348,1,poly,1
1.980540000000000e+001,1.124890000000000e+001,0,7.238600000000000e+000,2,2465567,1989Pet/Nes:6566,2,poly,1
,,0,,,2516349,,1,poly,1
9.106860000000000e-002,9.106860000000000e-002,0,9.106860000000000e-002,24,2551624,1984Pat/Her:31,1,poly,1
2.634993413000000e+001,3.594045317840000e-001,1,3.539239836380400e-001,1,2564865,1988Bog/Dem:465,1,poly,1
6.624000000000000e+000,1.014000000000000e+000,0,8.760000000000000e-001,1,2597435,2000Ari/Con:393,1,poly,1
2.236500000000000e+001,1.494400000000000e+000,0,1.400800000000000e+000,1,2597446,1966Herzberg,1,poly,1
,,0,,,2612466,,1,poly,1
7.909340000000000e+000,1.083026000000000e+000,0,9.486430000000000e-001,1,2669898,1990Kan/End:197,1,poly,1
2.909378000000000e+000,1.917646000000000e-001,0,1.799065000000000e-001,1,2696926,1983Caz/Esp:165,1,poly,1
1.712600000000000e-001,1.692183997000000e-001,0,1.686846970000000e-001,2,2699798,1957Lid/Man:734,1,poly,1
,3.237636000000000e-001,0,3.237636000000000e-001,1,2713099,1963Tyl/She:2661,1,linear,1
1.002727000000000e+000,7.280317000000000e-001,0,4.601794000000000e-001,2,2781853,1975Sti/Lau:1890,1,poly,1
,,0,,6,2809690,,1,poly,1
4.904140000000000e+000,1.319709800000000e-001,0,1.285126900000000e-001,4,2873509,1976Hellwege(II/7),1,poly,1
3.375559000000000e-001,1.428630000000000e-001,0,1.141140000000000e-001,1,2919235,1978Mac/Nor:815,1,poly,1
9.608470000000001e+000,3.176740000000000e-001,0,3.070980000000000e-001,2,2932787,1995Tan/Har:6450,1,poly,1
,8.200462000000000e-001,0,,1,2944050,1979HUB/HER,1,linear,1
,,0,,,3031730,,1,,1
,,0,,,3031752,,1,poly,1
6.854733817000001e-001,2.120494972558650e-001,0,1.726671522800000e-001,1,3100047,,1,poly,1
,,0,,1,3170692,,1,poly,1
,,0,,3,3170807,,1,poly,1
2.035652360000000e+001,1.118034000000000e+000,0,1.056319200000000e+000,1,3170830,1982Cha/Del:426,1,poly,1
,1.445988000000000e+001,0,,1,3315375,2007Iri:389,1,linear,1
,1.912087000000000e+001,-1,,1,3352576,1986Ros/Owr:5308,1,linear,1
,1.891080000000000e+001,0,,1,3352576,1979HUB/HER,1,linear,1
,1.679430000000000e+001,1,,1,3352576,Gurvich,1,linear,1
,,0,,,3710847,,1,poly,1
2.351471000000000e+000,3.960120000000000e-001,0,3.381020000000000e-001,2,3744078,1984Dav/Ham:445,1,poly,1
,1.416260000000000e+000,0,,1,3889756,2007Iri:389,1,linear,1
,6.971370000000000e-001,0,,1,3889767,2007Iri:389,1,linear,1
,,0,,,4028562,,1,poly,1
,,0,,1,4076362,,1,poly,1
4.714928490000000e-001,8.584542200000001e-002,0,7.447195400000001e-002,2,4109960,1976Wel/Ger:117,1,poly,1
,,0,,,4110503,,1,poly,1
,,0,,1,4164287,,1,poly,1
,,0,,1,4170303,,1,poly,1
,,0,,,4348350,,1,poly,1
,,0,,1,4418615,,1,poly,1
,,0,,,4426113,,1,poly,1
,,0,,,4426486,,1,poly,1
,,0,,,4628211,,1,poly,1
,,0,,,4630459,,1,poly,1
,,0,,,4740005,,1,poly,1
,1.918323775840000e-001,0,1.770414784700000e-001,2,4756052,1974Kro/Lan:265,1,poly,1
,,0,,,4806615,,1,poly,1
,,0,,,4894615,,1,poly,1
,,0,,2,5009278,,1,poly,1
,,0,,,5145993,,1,poly,1
3.606378249000000e-001,2.174131745000000e-001,0,1.739966053400000e-001,2,5164352,NISThydrocarbon,1,poly,1
,,0,,,5194503,,1,poly,1
,,0,,,5194514,,1,poly,1
,,0,,,5296628,,1,poly,1
,,0,,1,5500210,,1,poly,1
,,0,,1,5765446,,1,poly,1
1.298231000000000e+000,1.503489790000000e-001,0,1.379948991000000e-001,1,6004440,1966Bak/Chr:883,1,poly,1
,,0,,,6032297,,1,poly,1
,,0,,,6108618,,1,poly,1
6.476230299000000e-001,2.293974153000000e-001,0,1.816315739000000e-001,2,6142730,NISThydrocarbon,1,poly,1
,,0,,,6163640,,1,poly,1
5.244596000000000e-001,1.120777000000000e-001,0,1.064970000000000e-001,1,6746947,1983Har/Nan:3947,1,poly,1
9.152331644046900e+000,5.319689530014790e-001,0,5.022489258218760e-001,1,6806866,1982End/Sai:1347,1,poly,1
,6.662500000000000e-001,0,,1,6829523,1966Herzberg,1,linear,1
,,0,,1,6851930,,1,poly,1
,1.512100000000000e+000,0,,1,6914074,Gurvich,1,linear,1
,,0,,,6921353,,1,poly,1
5.680000000000000e+000,4.495813000000000e-001,0,,3,7175759,1989Hsu/Liu:6852,1,poly,1
,,0,,1,7285327,,1,poly,1
,,0,,,7318674,,1,poly,1
,,0,,,7319008,,1,poly,1
,,0,,,7429905,,1,atom,1
,,0,,,7439932,,1,atom,1
,,0,,,7439954,,1,atom,1
,,0,,,7440019,,1,,1
,,0,,,7440097,,1,,1
,,0,,,7440213,,1,atom,1
,,0,,,7440235,,1,atom,1
,,0,,,7440371,,1,,1
,,0,,,7440417,,1,atom,1
,,0,,,7440428,,1,atom,1
,,0,,,7440440,,1,atom,1
,,0,,,7440508,,1,,1
,,0,,,7440597,,1,,1
,,0,,,7440666,,1,,1
9.615445696000000e-001,2.894202495200000e-001,0,2.218818026000000e-001,2,7446084,NISTtriatomic,1,poly,1
2.027360000000000e+000,3.441700000000000e-001,0,2.935350000000000e-001,2,7446095,1966Herzberg,1,poly,1
3.485433480000000e-001,3.485433480000000e-001,0,1.739881300000000e-001,6,7446119,1991Mey/Sut:710,1,poly,1
,1.792600000000000e-001,0,,1,7446346,webbook,1,linear,1
,,0,,6,7446700,,1,poly,1
,1.286346569799000e-001,0,1.286346569799000e-001,1,7447407,NISTdiatomic,1,linear,1
,7.065225000000001e-001,0,,1,7447418,2007Iri:389,1,linear,1
,5.553990000000000e-001,0,5.553990000000000e-001,1,7550358,webbook,1,linear,1
,3.737000000000000e-002,0,3.737000000000000e-002,2,7553562,webbook,1,linear,1
,,0,,,7572294,,1,,1
,7.513731000000000e+000,0,,1,7580678,2007Iri:389,1,linear,1
1.857118100000000e-001,1.772993200000000e-001,0,1.746107969000000e-001,1,7601903,1994Cas/Mac:8339,1,poly,1
,,0,,,7611861,,1,poly,1
,,0,,,7611872,,1,poly,1
1.870868000000000e-001,1.754110000000000e-001,0,1.754110000000000e-001,3,7616946,1991Bur/Bur:65,1,poly,1
,,0,,2,7631869,,1,linear,1
,,0,,,7637072,,1,,1
,4.903270000000000e+000,0,,1,7646697,2007Iri:389,1,linear,1
,1.059341600000000e+001,0,,1,7647010,1979HUB/HER,1,linear,1
,9.956610000000000e+000,1,,1,7647010,webbook,1,linear,1
,2.180630000000000e-001,0,,1,7647145,2007Iri:389,1,linear,1
,1.512533000000000e-001,0,1.512533000000000e-001,1,7647156,webbook,1,linear,1
1.256442090000000e-001,1.045190400000000e-001,0,1.045190400000000e-001,6,7647190,"1991Sty/Bau:479, 1989Pri/Kre:204",1,poly,1
,2.095372560000000e+001,0,2.095372560000000e+001,1,7664393,1999LeR:189,1,linear,1
,1.711428977976000e+001,1,,1,7664393,1989Hov/Kei:599,1,linear,1
9.444300000000000e+000,9.444300000000000e+000,0,6.196000000000000e+000,3,7664417,1966Herzberg,1,poly,1
1.721390000000000e-001,1.676000000000000e-001,0,1.628130000000000e-001,2,7664939,1981Kuc/Sue:2561,1,poly,1
,4.369015000000000e-001,0,,1,7681494,2007Iri:389,1,linear,1
,3.412300000000000e+000,0,,1,7693267,webbook,1,linear,1
,,0,,2,7693278,,1,linear,1
4.340052000000000e-001,4.036102000000000e-001,0,2.088310000000000e-001,1,7697372,1960Mil/Mor:1523,1,poly,1
,5.448794000000000e+000,0,,1,7698057,1979HUB/HER,1,linear,1
,,0,,,7704349,,1,atom,1
1.696756563835910e-001,9.414947073151520e-002,0,6.538903383620140e-002,1,7719097,1994Mul/Ger:3473,1,poly,1
,8.729700000000000e-002,0,,3,7719122,1950Kis/Tow:1109,1,poly,1
1.035600000000000e+001,8.656000000000000e-001,0,8.270000000000000e-001,2,7722841,1962Red/Ols:1311,1,poly,1
,,0,,,7723140,,1,atom,1
,8.210700000000000e-002,0,,2,7726956,webbook,1,linear,1
,1.998241000000000e+000,0,,2,7727379,1979HUB/HER,1,linear,1
,1.931760000000000e+000,1,,2,7727379,webbook,1,linear,1
2.787700000000000e+001,1.451200000000000e+001,0,9.285000000000000e+000,2,7732185,1966Herzberg,1,poly,1
,8.122109000000000e-002,0,8.122109000000000e-002,1,7758023,webbook,1,linear,1
,1.782489000000000e-001,0,1.782489000000000e-001,1,7758896,NISTdiatomic,1,linear,1
,3.044360000000000e+001,0,,2,7782390,1979HUB/HER,1,linear,1
,8.892940000000000e-001,0,,2,7782414,2007Iri:389,1,linear,1
,1.437676600000000e+000,0,,2,7782447,1979HUB/HER,1,linear,1
,1.691300000000000e+000,1,,2,7782447,webbook,1,linear,1
,2.439900000000000e-001,0,,2,7782505,1979HUB/HER,1,linear,1
,2.695000000000000e-001,1,,1,7782505,webbook,1,linear,1
3.098545161000000e+000,4.177845410000000e-001,0,3.674855430000000e-001,1,7782776,1985Dee/Mil:962,1,poly,1
2.038063900000000e+001,4.014156000000000e-001,0,3.929878000000000e-001,1,7782798,Gurvich,1,poly,1
1.037400000000000e+001,8.991000000000000e+000,0,4.732000000000000e+000,2,7783064,1966Herzberg,1,poly,1
8.142295890000000e+000,7.757431640000000e+000,0,3.898528027000000e+000,2,7783075,NISTtriatomic,1,poly,1
1.960779300000000e+000,3.634658800000000e-001,0,3.057926200000000e-001,2,7783417,1972Kir:333,1,poly,1
2.873589300000000e-001,2.787578798900000e-001,0,1.652124283900000e-001,1,7783428,1972Luc/Smi:327,1,poly,1
,,0,,4,7783495,,1,linear,1
1.987970491238980e-001,1.987970491238980e-001,0,9.939852456194880e-002,6,7783519,,1,poly,1
3.562831000000000e-001,3.562831000000000e-001,0,1.949349000000000e-001,3,7783542,1996Nov/Che:219,1,poly,1
,2.608400000000000e-001,0,,3,7783553,1966Herzberg,1,poly,1
2.230783170000000e-001,1.363171010000000e-001,0,1.074051080000000e-001,2,7783600,2003Raf/Smi:1095,1,poly,1
1.377796000000000e-001,1.377796000000000e-001,0,1.377796000000000e-001,12,7783611,1983Tak/Kuz:2204,1,poly,1
,,0,,6,7784181,,1,poly,1
,,0,,3,7784216,,1,poly,1
,3.751544009800000e+000,0,,3,7784421,1955Ble/Jac:684,1,poly,1
,,0,,,7786303,,1,,1
,,0,,2,7787522,,1,linear,1
3.616251747000000e-001,1.360130947000000e-001,0,9.868793960000000e-002,2,7787715,1957Mag:223,1,poly,1
1.541996360000000e+001,7.272963040000000e+000,0,4.845296160000000e+000,2,7789200,1993Tot:41,1,poly,1
,,0,,2,7789211,,1,poly,1
,2.799374100000000e-001,0,2.799374100000000e-001,1,7789233,webbook,1,linear,1
,1.345257590000000e+000,0,1.345257590000000e+000,1,7789244,NISTdiatomic,1,linear,1
3.175250000000000e+000,3.950700000000000e-001,0,3.505200000000000e-001,1,7789255,1966Herzberg,1,poly,1
,,0,,1,7789266,,1,poly,1
1.033802000000000e-001,1.033802000000000e-001,0,,4,7789302,Gurvich,1,poly,1
,5.683250000000000e-002,0,,1,7789335,webbook,1,linear,1
,3.449553090000000e-002,0,,3,7789608,1971Kuc/Shi:2584,1,poly,1
,5.164805000000000e-001,0,,1,7790898,2007Iri:389,1,linear,1
4.585739110000000e-001,1.538304210000000e-001,0,1.150392520000000e-001,1,7790912,1953Smith:609,1,poly,1
2.046361600000000e+001,5.042418000000000e-001,0,4.911992000000000e-001,1,7790923,1994Jun/Laf:583,1,poly,1
,1.141587000000000e-001,0,,1,7790990,webbook,1,linear,1
1.398931000000000e+000,1.235765000000000e-001,0,1.135476000000000e-001,2,7791211,1995Sug/Aya:259,1,poly,1
1.162777750000000e-001,7.819776439999999e-002,0,6.439021224476001e-002,2,7791255,1992Mer/Dre:1153,1,poly,1
6.370312000000000e+000,8.412380000000000e-001,0,8.391050000000000e-001,0,7803498,Gurvich,1,,1
4.452360000000000e+000,4.452360000000000e+000,0,3.930000000000000e+000,3,7803512,1966Herzberg,1,poly,1
2.865085088000000e+000,2.865085088000000e+000,0,2.865085088000000e+000,12,7803625,1955Boyd:922,1,poly,1
,7.211000000000000e+000,1,,2,9000184,webbook,1,linear,1
,1.516786656000000e-001,0,,1,9000388,2008Tan/Hon:369,1,linear,1
,4.190110000000000e-001,0,,1,10024972,1966Herzberg,1,linear,1
1.845670000000000e-001,4.649350000000000e-002,0,4.111750000000000e-002,2,10025679,1979Mar/Bro:399,1,poly,1
8.247370000000000e-002,8.247370000000000e-002,0,5.003460000000000e-002,3,10025782,1986Smi:110,1,poly,1
6.723795000000001e-002,6.545612000000001e-002,0,4.831349000000000e-002,3,10025873,1983Car/Cra:306,1,poly,1
,,0,,12,10026047,,1,poly,1
,,0,,6,10026138,,1,poly,1
3.553480000000000e+000,4.452500000000000e-001,0,3.947900000000000e-001,2,10028156,1966Herzberg,1,poly,1
,6.426365000000000e+000,0,6.426365000000000e+000,1,10034852,webbook,1,linear,1
,8.464880000000001e+000,0,,1,10035106,webbook,1,linear,1
,8.071999999999999e+000,1,,1,10035106,webbook,1,linear,1
,1.666000000000000e+000,0,1.666000000000000e+000,1,10043115,Webbook,1,linear,1
1.737100000000000e+000,3.319700000000000e-001,0,2.779900000000000e-001,2,10049044,1966Herzberg,1,poly,1
,7.267521353000001e-001,0,7.267521353000001e-001,1,10097286,NISTdiatomic,1,linear,1
,7.178000000000000e-001,1,,1,10097286,webbook,1,linear,1
,,0,,,10097322,,1,,1
,1.427000000000000e+000,-1,1.427000000000000e+000,1,10102439,webbook,1,linear,1
,1.671950000000000e+000,0,,1,10102439,1979HUB/HER,1,linear,1
,1.987946340000000e+000,1,,1,10102439,NISTdiatomic,1,linear,1
8.001200000000001e+000,4.336400000000000e-001,0,4.104000000000000e-001,2,10102440,1966Herzberg,1,poly,1
,,0,,6,10294345,,1,poly,1
,,0,,2,10325390,,1,poly,1
2.176866651707630e-002,2.176866651707630e-002,0,1.185941443512980e-002,8,10544500,webbook,1,poly,1
2.179168000000000e-001,1.223325000000000e-001,0,7.834190000000001e-002,4,10544726,1994Dom/And:6993,1,poly,1
4.154310000000000e-001,1.409840000000000e-001,0,1.051717000000000e-001,1,10544737,1988Che/Smi:843,1,poly,1
4.874472000000000e-001,9.742940231000000e-002,0,8.107909105000000e-002,2,10545990,1972Mur/Wil:575,1,poly,1
,5.812100000000000e-001,0,,1,11128248,1979HUB/HER,1,linear,1
,1.320410000000000e+000,0,,1,12011540,1990Fer/Obr:8482,1,linear,1
,2.650000000000000e-001,0,,1,12030830,webbook,1,linear,1
,2.679700000000000e-001,0,,1,12032369,1979HUB/HER,1,linear,1
4.585485000000000e-001,4.585485000000000e-001,0,2.292742500000000e-001,6,12033497,1998Kaw/Ish:193,1,poly,1
,7.696020000000000e-001,0,,1,12033566,1979HUB/HER,1,linear,1
,7.311000000000000e-001,0,,1,12033602,1979HUB/HER,1,linear,1
,9.050000000000000e-002,0,,1,12056290,webbook,1,linear,1
,4.655000000000000e-001,0,4.655000000000000e-001,2,12057248,2001Bel/Bre:2871,1,poly,1
,1.058708000000000e+000,0,,1,12061700,2007Iri:389,1,linear,1
,1.820053000000000e+000,0,,2,12070154,2007Iri:389,1,linear,1
,4.305723000000000e-001,0,,2,12075353,1998Ord/Say:2313,1,linear,1
,5.015753260000000e-001,0,,1,12141116,1999App/And:10919,1,linear,1
,1.212829000000000e+000,0,,1,12142777,2007Iri:389,1,linear,1
3.485976988787360e+000,2.868077555173190e-001,0,2.642299560451250e-001,2,12164975,1985Kaw/Sai:4893,1,poly,1
,,0,,1,12177672,,1,linear,1
,5.849000000000000e-001,1,,2,12185056,2002Car/Gam:3662,1,linear,1
,3.036200000000000e-001,0,,2,12185090,1979HUB/HER,1,linear,1
,2.760000000000000e-001,1,,1,12185090,webbook,1,linear,1
1.110800000000000e-001,1.110800000000000e-001,0,1.110800000000000e-001,12,12185103,Gurvich,1,poly,1
,8.992000000000000e-002,0,8.992000000000000e-002,2,12185170,1979HUB/HER,1,linear,1
,1.087430000000000e-001,0,,2,12190704,webbook,1,linear,1
,6.498405600000000e-001,0,,1,12190759,NISTdiatomic,1,linear,1
,7.947800000000000e-001,0,,1,12228396,2007Iri:389,1,linear,1
,2.799000000000000e-001,0,,1,12251900,1979HUB/HER,1,linear,1
,1.027264565100000e+001,1,,1,12254681,NISTdiatomic,1,linear,1
,1.925000000000000e-001,0,,1,12255333,webbook,1,linear,1
,,0,,4,12258989,,1,poly,1
,2.963200000000000e-001,0,,1,12281366,1979HUB/HER,1,linear,1
4.372847264890170e-001,8.038191541100000e-002,0,7.137199562200000e-002,2,12292238,1989Bir/Fri:6588,1,poly,1
,7.988678000000000e-001,0,,1,12326851,2007Iri:389,1,linear,1
,3.758000000000000e-001,0,3.758000000000000e-001,1,12333492,1988Fel/Ver:1115,1,linear,1
,,0,,,12385136,,1,atom,1
,4.246300000000000e-001,0,,1,12401864,,1,linear,1
,3.035278800000000e-001,0,,1,12504415,1979HUB/HER,1,linear,1
,1.781110000000000e+000,0,,1,12505770,2007Iri:389,1,linear,1
,4.611300000000000e-002,0,,0,12595856,webbook,1,linear,1
,4.314495000000000e-001,0,,2,12596600,1988Bra/Ber:1762,1,linear,1
,2.390000000000000e-001,0,,2,12597352,1979HUB/HER,1,linear,1
,7.199800000000000e+000,0,,1,12628089,1968Dix/Lam:12,1,linear,1
,4.705832526000000e-001,0,4.705832526000000e-001,1,12640890,NISTdiatomic,1,linear,1
7.874110000000000e+000,7.874110000000000e+000,0,3.878800000000000e+000,6,13283313,1992Kaw:3411,1,poly,1
4.433112000000000e-001,1.726366000000000e-001,0,1.240698500000000e-001,2,13444901,1994Orp/Mor:315,1,poly,1
,,0,,2,13445506,,1,poly,1
1.555000000000000e+001,1.221000000000000e+000,0,1.126000000000000e+000,1,13453526,1966Herzberg,1,poly,1
4.898660000000000e+000,2.325084000000000e-001,0,2.324170000000000e-001,2,13465071,1991Beh/Mit:99,1,poly,1
2.844700000000000e+000,2.226140000000000e-001,0,2.226140000000000e-001,3,13465786,1984Bur/Sch:349,1,poly,1
,1.532480000000000e-001,0,,3,13478201,1952Wil/She:164,1,poly,1
,3.794029400000000e-001,0,3.794029400000000e-001,1,13478416,NISTdiatomic,1,linera,1
,,0,,2,13497966,,1,poly,1
,7.944100000000000e+000,0,,1,13517005,webbook,1,linear,1
2.047007300000000e+001,3.527974976600000e-001,0,3.463415107000000e-001,1,13517118,1989Kog/Tak:467,1,poly,1
5.491678800000000e+000,4.512610860000000e+000,0,2.444178310000000e+000,2,13536942,1985Cam/Fla:300,1,poly,1
,4.779270000000000e-001,0,,3,13537332,1950Sha/Tho:64,1,poly,1
5.142800000000000e+000,5.142800000000000e+000,0,3.114200000000000e+000,3,13550497,1987Ash/Dix:201,1,poly,1
4.930438240000000e-001,9.414553820000000e-002,0,7.893734970000001e-002,2,13569329,1989Tan/Tak:2102,1,poly,1
,6.137000000000000e+000,0,,1,13572924,webbook,1,linear,1
,6.725900000000000e+000,0,,1,13572991,webbook,1,linear,1
,1.002090000000000e+001,0,,1,13587547,1979HUB/HER,1,linear,1
,2.439301000000000e-001,0,,1,13595818,2007Iri:389,1,linear,1
,5.524798000000000e-001,0,,1,13595829,1979HUB/HER,1,linear,1
,1.488930000000000e+000,0,,1,13597961,1979HUB/HER,1,linear,1
,1.031992000000000e+001,0,,1,13597972,2007Iri:389,1,linear,1
,7.905900000000000e-001,0,,1,13598226,1979HUB/HER,1,linear,1
,,0,,4,13701672,,1,poly,1
2.484874700000000e+000,3.501362070000000e-001,0,3.062656400000000e-001,2,13709836,1984Wes/Lew:227,1,poly,1
9.119999999999999e+000,8.087000000000000e+000,0,4.225000000000000e+000,2,13765430,1966Herzberg,1,poly,1
,4.763150000000000e+000,0,,3,13765441,1986Yam/Hir:923,1,poly,1
5.214510000000000e+000,5.214510000000000e+000,1,2.585200000000000e+000,6,13765441,1994Dav/Smi:6166,1,poly,1
,1.202575000000000e+001,0,,1,13766262,2007Iri:389,1,linear,1
,1.237400000000000e+001,1,,1,13766262,webbook,1,linear,1
,,0,,2,13766284,,1,linear,1
,1.516743990000000e+000,0,,1,13768600,1995Zha/Guo:82,1,linear,1
1.105232000000000e+001,4.769740000000000e-001,0,4.561880000000000e-001,1,13770224,1987Dee:481,1,poly,1
2.372000000000000e+001,1.294000000000000e+001,0,8.160000000000000e+000,2,13770406,1966Herzberg,1,poly,1
,1.789944000000000e+004,0,,3,13774817,2008Dem/Lie:4477,1,poly,1
,1.666792000000000e+001,0,,1,13774920,2007Iri:389,1,linear,1
,1.677000000000000e+001,0,,1,13774920,Gurvich,2,linear,1
,1.535000000000000e+001,1,,1,13774920,webbook,1,linear,1
,7.503898000000000e+000,0,,1,13774942,2007Iri:389,1,linear,1
,7.660300000000000e+000,1,,1,13774942,webbook,1,linear,1
,,0,,2,13776620,,1,poly,1
,4.900300000000000e+000,0,,1,13780239,1979HUB/HER,1,linear,1
,6.086183795000000e-002,0,,4,13780579,1974Hel/Hel(II/6),1,poly,1
6.566823000000001e-001,2.650754000000000e-001,0,1.885097000000000e-001,2,13812436,1963Kuc/Wil:1030,1,poly,1
8.989719710000000e-001,3.072808230000000e-001,0,2.283537940000000e-001,2,13814250,NISTtriatomic,1,poly,1
,7.285000000000000e-001,0,,1,13814501,1979HUB/HER,1,linear,1
,,0,,2,13814658,,1,poly,1
8.855000000000000e+000,7.024000000000000e-001,0,6.488000000000000e-001,1,13817066,1966Herzberg,1,poly,1
8.098978000000001e+000,7.023630000000000e+000,0,3.702571000000000e+000,2,13825906,1999Hir/Ish:4254,1,poly,1
,3.385000000000000e-001,0,,1,13827264,webbook,1,linear,1
,7.208221000000000e-001,0,,1,13827322,2007Iri:389,1,linear,1
,7.026000000000000e-001,0,,1,13827322,webbook,2,linear,1
,7.754820000000000e-001,1,,1,13827322,1987Mil/Cho:1679,1,linear,1
,3.292000000000000e-001,0,,1,13840885,1966Herzberg,1,linear,1
,,0,,3,13847659,,1,poly,1
,1.524731319000000e-001,0,1.524731319000000e-001,1,13863417,NISTdiatomic,1,linear,1
,3.558494100000000e-001,0,,1,13863597,NISTdiatomic,1,linear,1
,2.797100000000000e-001,0,,1,13873842,webbook,1,linear,1
,9.600247000000000e+000,0,,1,13940211,1995Ram/Ber:34,1,linear,1
,9.134000000000000e+000,1,,1,13940211,webbook,1,linear,1
,7.780000000000000e+000,0,7.780000000000000e+000,1,13940222,1979HUB/HER,1,linear,1
5.179029553000000e-001,2.618091212900000e-001,0,1.734086319100000e-001,2,13940631,NISTTriatomic,1,poly,1
,,0,,,13952846,,1,poly,1
,,0,,4,13965736,,1,poly,1
,2.561000000000000e-001,0,,1,13966579,1979HUB/HER,1,linear,1
,3.595161000000000e-001,0,,1,13966784,NISTDiatomic,1,linear,1
,1.205680000000000e+000,0,,1,13967061,1979HUB/HER,1,linear,1
,8.539040000000000e+000,0,,1,13967141,2007Iri:389,1,linear,1
,8.385100000000000e+000,1,,1,13967141,webbook,1,linear,1
,6.393784000000000e+000,0,,1,13967221,2007Iri:389,1,linear,1
,6.763000000000000e+000,1,,1,13967221,webbook,1,linear,1
,6.679400000000000e+000,0,,1,13981878,webbook,1,linear,1
,4.565500000000000e+001,0,,1,13983205,1979HUB/HER,1,linear,1
,3.548227000000000e+000,0,,2,14018827,2004Sha/App:14356,1,linear,1
1.964720000000000e+001,9.003600000000001e-001,0,8.609200000000000e-001,1,14034798,1988Hal/Ha:4885,1,poly,1
1.847900000000000e+001,1.411500000000000e+000,0,1.307100000000000e+000,1,14332286,1966Herzberg,1,poly,1
,5.825523000000000e+000,0,,1,14332537,2007Iri:389,1,linear,1
,6.387000000000000e+000,1,,1,14332537,webbook,1,linear,1
,1.101020000000000e+001,0,,1,14333267,1979HUB/HER,1,linear,1
,6.726400000000000e-001,0,,2,14452596,1979HUB/HER,1,linear,1
,6.086000000000000e-001,0,,2,14452609,1999Mar:399,1,linear,1
,1.212000000000000e+000,0,1.212000000000000e+000,2,14452610,Gurvich,1,linear,1
4.164000000000000e+001,7.248000000000000e+000,0,6.008000000000000e+000,2,14452643,1966Herzberg,1,poly,1
,7.337000000000000e-001,0,,1,14452665,1979HUB/HER,1,linear,1
,4.276600000000000e+000,0,,1,14452756,webbook,1,linear,1
,6.413856000000000e-001,0,,1,14457648,2007Iri:389,1,linear,1
1.360000000000000e+001,4.410000000000000e+000,0,3.330000000000000e+000,2,14457659,1966Herzberg,1,poly,1
